2024-08-09,2024-08-14,NAP–BCN,€212,Separate tickets booked together,Nonstop,1 hr 55 min
2024-08-16,2024-08-19,NAP–BCN,€284,Separate tickets booked together,Nonstop,1 hr 55 min
2024-08-16,2024-08-20,NAP–BCN,€273,Separate tickets booked together,Nonstop,1 hr 55 min
2024-08-16,2024-08-21,NAP–BCN,€252,easyJet,Nonstop,1 hr 55 min
2024-08-16,2024-08-19,NAP–BCN,€284,Separate tickets booked together,Nonstop,1 hr 55 min
2024-08-16,2024-08-20,NAP–BCN,€273,Separate tickets booked together,Nonstop,1 hr 55 min
2024-08-16,2024-08-21,NAP–BCN,€252,easyJet,Nonstop,1 hr 55 min
2024-08-23,2024-08-26,NAP–BCN,€248,Separate tickets booked together,Nonstop,2 hr 5 min
2024-08-23,2024-08-27,NAP–BCN,€242,Separate tickets booked together,Nonstop,2 hr 5 min
2024-08-23,2024-08-28,NAP–BCN,€214,Separate tickets booked together,Nonstop,2 hr 5 min
2024-08-30,2024-09-02,NAP–BCN,€105,Separate tickets booked together,1 stop,5 hr 35 min
2024-08-30,2024-09-03,NAP–BCN,€114,Separate tickets booked together,1 stop,5 hr 35 min
2024-08-30,2024-09-04,NAP–BCN,€109,Separate tickets booked together,1 stop,5 hr 35 min
2024-09-06,2024-09-09,NAP–BCN,€158,Separate tickets booked together,1 stop,5 hr 20 min
2024-09-06,2024-09-10,NAP–BCN,€119,Separate tickets booked together,1 stop,5 hr 20 min
2024-09-06,2024-09-11,NAP–BCN,€128,Separate tickets booked together,1 stop,5 hr 20 min
2024-09-13,2024-09-16,NAP–BCN,€122,VuelingIberia,Nonstop,2 hr 5 min
2024-09-13,2024-09-17,NAP–BCN,€109,VuelingIberia,Nonstop,2 hr 5 min
2024-09-13,2024-09-18,NAP–BCN,€110,VuelingIberia,Nonstop,2 hr 5 min
2024-09-20,2024-09-23,NAP–BCN,€105,VuelingIberia,Nonstop,2 hr 5 min
2024-09-20,2024-09-24,NAP–BCN,€88,Separate tickets booked together,1 stop,9 hr 20 min
2024-09-20,2024-09-25,NAP–BCN,€86,Separate tickets booked together,1 stop,9 hr 20 min
2024-09-27,2024-09-30,NAP–BCN,€96,VuelingIberia,Nonstop,2 hr 5 min
2024-09-27,2024-10-01,NAP–BCN,€91,VuelingIberia,Nonstop,2 hr 5 min
2024-09-27,2024-10-02,NAP–BCN,€89,VuelingIberia,Nonstop,2 hr 5 min
2024-09-27,2024-09-30,NAP–BCN,€96,VuelingIberia,Nonstop,2 hr 5 min
2024-09-27,2024-10-01,NAP–BCN,€91,VuelingIberia,Nonstop,2 hr 5 min
2024-09-27,2024-10-02,NAP–BCN,€89,VuelingIberia,Nonstop,2 hr 5 min
2024-10-04,2024-10-07,NAP–BCN,€84,VuelingIberia,Nonstop,2 hr 5 min
2024-10-04,2024-10-08,NAP–BCN,€74,VuelingIberia,Nonstop,2 hr 5 min
2024-10-04,2024-10-09,NAP–BCN,€68,VuelingIberia,Nonstop,2 hr 5 min
2024-10-11,2024-10-14,NAP–BCN,€84,VuelingIberia,Nonstop,2 hr 5 min
2024-10-11,2024-10-15,NAP–BCN,€71,VuelingIberia,Nonstop,2 hr 5 min
2024-10-11,2024-10-16,NAP–BCN,€71,VuelingIberia,Nonstop,2 hr 5 min
2024-10-18,2024-10-21,NAP–BCN,€91,VuelingIberia,Nonstop,2 hr 5 min
2024-10-18,2024-10-22,NAP–BCN,€85,VuelingIberia,Nonstop,2 hr 5 min
